user_id,其他,影视,物料,舞台
user_001,13.088435126180523,0.0,0.0,0.0
user_002,10.190672950772614,0.0,0.0,0.0
user_003,10.470121515838674,0.0,0.0,0.0
user_004,12.337652366788008,0.0,0.0,0.0
user_005,24.24382779187013,0.0,0.0,0.0
user_006,16.389976768235773,0.0,0.0,0.0
user_007,11.899832145818825,0.0,0.0,0.0
user_008,19.18459648445666,0.0,0.0,0.0
user_009,4.976545014628715,0.0,0.0,0.0
user_010,17.886343681790787,0.0,0.0,0.0
user_011,10.202988731586503,0.0,0.0,0.0
user_012,5.339161235079432,0.0,0.0,0.0
user_013,40.447023833574946,0.0,0.0,0.0
user_014,7.070034769444748,0.0,0.0,0.0
user_015,12.39521744579613,0.0,0.0,0.3454307658723879
user_016,34.22800708730998,0.0,0.0,0.0
user_017,14.490042114341694,0.0,0.0,0.0
user_018,3.8888312864696597,0.0,0.0,0.0
user_019,31.051296397824295,0.0,0.0,0.0
user_020,24.047564922506428,0.0,0.0,0.0
user_021,21.70630065401198,0.0,0.0,0.0
user_022,19.681219986383393,0.0,0.0,0.0
user_023,7.132664944426736,0.0,0.0,0.0
user_024,25.093220527069164,0.0,0.0,0.0
user_025,22.32686915323586,0.0,0.0,0.0
user_026,6.160875735350075,0.0,0.0,0.0
user_027,35.81058194852517,0.0,0.0,0.0
user_028,56.99890787653915,0.0,0.0,0.0
user_029,25.8718223976654,0.0,0.0,0.0
user_030,16.63790649660714,0.0,0.0,0.0
user_031,21.499312758275313,0.0,0.0,0.0
user_032,10.161442138665103,0.0,0.0,0.0
user_033,27.515481331058883,0.0,0.0,0.0
user_034,3.2763114328037775,0.0,0.0,0.0
user_035,15.812025121588045,0.0,0.0,0.0
user_036,24.29672382622617,0.0,0.0,0.0
user_037,12.103371745921834,0.0,0.0,0.0
user_038,2.4829099810816926,0.0,0.0,0.0
user_039,3.2989441918460685,0.0,0.0,0.0
user_040,41.22996548133986,0.0,0.0,0.0
user_041,10.492833203901847,0.0,0.0,0.0
user_042,14.388391320151264,0.0,0.0,0.0
user_043,12.341107366164044,0.0,0.0,0.0
user_044,15.047617282904787,0.0,0.0,0.0
user_045,19.11793200271527,0.0,0.0,0.0
user_046,10.491245766486635,0.0,0.0,0.0
user_047,12.157003256008355,0.0,0.0,0.0
user_048,17.208072462264813,0.0,0.0,0.0
user_049,41.841931083423276,0.0,0.0,0.0
user_050,4.950570839747934,0.0,0.0,0.0
user_051,37.66403779921531,0.0,0.0,0.0
user_052,7.517135396830274,0.0,0.0,0.0
user_053,18.810239267634284,0.0,0.0,0.0
user_054,12.313781083426871,0.0,0.0,0.0
user_055,17.171979292408217,0.0,0.0,0.0
user_056,9.99764492261851,0.0,0.0,0.0
user_057,45.886386496349395,0.0,0.0,0.0
user_058,28.666293121584413,0.0,0.0,0.0
user_059,28.140768803947257,0.0,0.0,0.0
user_060,47.35767325355441,0.0,0.0,0.0
user_061,3.2763447150453526,0.0,0.0,0.0
user_062,33.443051359699744,0.0,0.0,0.0
user_063,11.294894655643864,0.0,0.0,0.0
user_064,26.901944452963562,0.0,0.0,0.0
user_065,9.63991950686926,0.0,0.0,0.0
user_066,86.45609718190791,0.0,0.0,0.0
user_067,2.4462413019821287,0.0,0.0,0.0
user_068,25.93496672043772,0.0,0.0,0.0
user_069,28.282127998189065,0.0,0.0,0.0
user_070,48.606086427550125,0.0,0.0,0.0
user_071,22.33768580415329,0.0,0.0,0.0
user_072,7.13426669222849,0.0,0.0,0.0
user_073,34.97062873763787,0.0,0.0,0.0
user_074,30.842547240137367,0.0,0.0,0.0
user_075,20.18659031765551,0.0,0.0,0.0
user_076,122.10392087130235,0.0,0.0,0.0
user_077,210.84703008793454,0.0,0.0,0.0
user_078,213.8932318338647,0.0,0.0,0.0
user_079,158.11285137730206,0.0,0.0,0.0
user_080,203.9585453960474,0.0,0.0,0.0
user_081,163.4745553129401,0.0,0.0,0.0
user_082,284.9925327917993,0.0,0.0,0.0
user_083,117.30914694877131,0.0,0.0,0.0
user_084,147.33467646894348,0.0,0.0,0.0
user_085,206.97924243387195,0.0,0.0,0.0
user_086,278.0670185396278,0.0,0.0,0.0
user_087,159.68683421773218,0.0,0.0,0.0
user_088,193.8930900535346,0.0,0.0,0.10543076587238795
user_089,216.0619777538801,0.0,0.0,0.10543076587238795
user_090,134.24998933155155,0.0,0.0,0.0
user_091,173.06900808119076,0.0,0.0,0.0
user_092,146.7347592119072,0.0,0.0,0.0
user_093,294.9424197173645,0.0,0.0,0.0
user_094,218.48214372582026,0.0,0.0,0.0
user_095,204.84931857871766,0.0,0.0,0.0
user_096,158.87024472856126,0.0,0.0,0.0
user_097,105.61991811881855,0.0,0.0,0.0
user_098,144.380539525559,0.0,0.0,0.10543076587238795
user_099,231.3581116962324,0.0,0.0,0.0
user_100,311.63462440651205,0.0,0.0,0.0
user_101,120.57240230322144,0.0,0.0,0.0
user_102,255.4715223526613,0.0,0.0,0.0
user_103,202.44346425555582,0.0,0.0,0.0
user_104,205.52273695763276,0.0,0.0,0.0
user_105,292.331944542757,0.0,0.0,0.0
user_106,132.89054177040578,0.0,0.0,0.0
user_107,268.17083354706153,0.0,0.0,0.0
user_108,230.8744503326194,0.0,0.0,0.0
user_109,123.88517384302075,0.0,0.0,0.0
user_110,240.66204209038202,0.0,0.0,0.0
user_111,277.61006905349046,0.0,0.0,0.0
user_112,198.3754381280836,0.0,0.0,0.0
user_113,210.25551874669992,0.0,0.0,0.0
user_114,406.48235657060013,0.0,0.0,0.0
user_115,127.5380027372996,0.0,0.0,0.0
user_116,255.0677710139344,0.0,0.0,0.0
user_117,147.32363324497163,0.0,0.0,0.0
user_118,256.72058715700416,0.0,0.0,0.0
user_119,336.90478842215117,0.0,0.0,0.10543076587238795
user_120,294.8148999658271,0.0,0.0,0.0
user_121,197.22360097831518,0.0,0.0,0.0
user_122,232.70079291294175,0.0,0.0,0.0
user_123,179.63972706216973,0.0,0.0,0.0
user_124,321.0121751743327,0.0,0.0,0.0
user_125,254.9596492174415,0.0,0.0,0.0
user_126,0.0,0.0,0.0,204.93969509431287
user_127,0.0,0.0,0.0,201.63502952485436
user_128,0.0,0.0,0.0,135.8950462122027
user_129,0.0,0.0,0.0,230.76749523635783
user_130,0.0,0.0,0.0,189.8737513989599
user_131,0.0,0.0,0.0,172.8977452317967
user_132,0.0,0.0,0.0,132.5138135283776
user_133,0.0,0.0,0.0,297.47071783146527
user_134,0.0,0.0,0.0,273.43467908450845
user_135,0.0,0.0,0.0,232.9856246810362
user_136,0.0,0.0,0.0,291.2307107563029
user_137,0.0,0.0,0.0,127.48621012825976
user_138,0.0,0.0,0.0,138.39947532370994
user_139,0.0,0.0,0.0,266.04937340417644
user_140,0.0,0.0,0.0,192.92018415348986
user_141,0.0,0.0,0.0,202.5048085691833
user_142,0.0,0.0,0.0,275.02641601309153
user_143,0.0,0.0,0.0,106.65325329469516
user_144,0.0,0.0,0.0,186.6500241308779
user_145,0.0,0.0,0.0,254.12442582194652
user_146,0.0,0.0,0.0,154.77070526384003
user_147,0.0,0.0,0.0,249.26409307768395
user_148,0.0,0.0,0.0,115.31960103104922
user_149,0.0,0.0,0.0,108.3810682801549
user_150,0.0,0.0,0.0,236.03539206009629
user_151,0.0,0.0,0.0,191.22625755769835
user_152,0.0,0.0,0.0,181.25877775675525
user_153,0.0,0.0,0.0,134.82973569918514
user_154,0.0,0.0,0.0,116.76259508526381
user_155,0.0,0.0,0.0,240.89993747893274
user_156,0.0,0.0,0.0,165.65364602079046
user_157,0.0,0.0,0.0,161.37882706370712
user_158,0.0,0.0,0.0,246.89769754725037
user_159,0.0,0.0,0.0,158.1617952742502
user_160,0.0,0.0,0.0,135.49459531408192
user_161,0.0,0.0,0.0,147.3991807762399
user_162,0.0,0.0,0.0,219.74926196254728
user_163,0.0,0.0,0.0,178.32616203903441
user_164,0.0,0.0,0.0,161.62629212116587
user_165,0.0,0.0,0.0,187.46702494129102
user_166,0.0,0.0,0.0,209.89828493188094
user_167,0.0,0.0,0.0,268.45762364383165
user_168,0.0,0.0,0.0,196.220183128353
user_169,0.0,0.0,0.0,211.42407076369935
user_170,0.0,0.0,0.0,142.001593812432
user_171,0.0,0.0,0.0,113.02601078026943
user_172,0.0,0.0,0.0,254.72644378205206
user_173,0.0,0.0,0.0,251.66085358455234
user_174,0.0,0.0,0.0,253.86438814934934
user_175,0.0,0.0,0.0,140.48938617022833
user_176,0.0,0.0,0.0,185.39816287050567
user_177,0.0,0.0,0.0,183.36483617808884
user_178,0.0,0.0,0.0,185.12657833535857
user_179,0.0,0.0,0.0,127.74518869203868
user_180,0.0,0.0,0.0,245.93627803812657
user_181,0.0,0.0,0.0,148.53634493207858
user_182,0.0,0.0,0.0,188.79951183876616
user_183,0.0,0.0,0.0,198.90687233922654
user_184,0.0,0.0,0.0,264.33119198244333
user_185,0.0,0.0,0.0,251.69283859185424
user_186,0.0,0.0,0.0,187.93594782921636
user_187,0.0,0.0,0.0,168.69897196057312
user_188,0.0,0.0,0.0,217.7840807835143
user_189,0.0,0.0,0.0,179.51896695044488
user_190,0.0,0.0,0.0,449.39596786230027
user_191,0.0,0.0,0.0,248.1675123281252
user_192,0.0,0.0,0.0,266.4579065453188
user_193,0.0,0.0,0.0,156.38511142496014
user_194,0.0,0.0,0.0,253.41618530570406
user_195,0.0,0.0,0.0,232.57658377015179
user_196,0.0,0.0,0.0,126.80115444863546
user_197,0.0,0.0,0.0,228.26174934579825
user_198,0.0,0.0,0.0,248.15178500046056
user_199,0.0,0.0,0.0,285.31729462566386
user_200,0.0,0.0,0.0,113.16298405288262
user_201,0.0,0.0,0.0,158.8922480174875
user_202,0.0,0.0,0.0,248.51422943800867
user_203,0.0,0.0,0.0,175.2880935232547
user_204,0.0,0.0,0.0,173.73945033020016
user_205,0.0,0.0,0.0,212.92262531725018
user_206,0.0,0.0,0.0,210.40214107606744
user_207,0.0,0.0,0.0,228.41548317028588
user_208,0.0,0.0,0.0,129.40799133370732
user_209,0.0,0.0,0.0,97.76060687291397
user_210,0.0,0.0,0.0,161.57161850416819
user_211,0.0,0.0,0.0,114.80862697547448
user_212,0.0,0.0,0.0,255.60397201884527
user_213,0.0,0.0,0.0,76.29337247161968
user_214,0.0,0.0,0.0,170.67347437884155
user_215,0.0,0.0,0.0,230.16594635411082
user_216,0.0,0.0,0.0,118.81232324209452
user_217,0.0,0.0,0.0,259.418093821107
user_218,0.0,0.0,0.0,176.00929154799385
user_219,0.0,0.0,0.0,156.38199367091096
user_220,0.0,0.0,0.0,252.81653075963013
user_221,0.0,0.0,0.0,294.8945556717713
user_222,0.0,0.0,0.0,173.08812030451378
user_223,0.0,0.0,0.0,188.0249272752419
user_224,0.0,0.0,0.0,258.14162620129406
user_225,0.0,0.0,0.0,200.5476743565319
